BHK,Residential_type,Furnishing,Bathroom,Tenants_preferred,Balcony,Posted_by,City,Price
2 BHK,Apartment,Unfurnished,2,Bachelors,1,Agent,Chennai,"₹75,000"
1 BHK,Apartment,Semi-Furnished,1,Bachelors/Family,1,Agent,Chennai,"₹22,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,1,Agent,Chennai,"₹47,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Chennai,₹18 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Chennai,₹1.2 Lac
4 BHK,Villa,Furnished,4,Bachelors,1,Agent,Chennai,"₹75,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Agent,Chennai,₹1.3 Lac
3 BHK,Apartment,Unfurnished,3,Family,3,Agent,Chennai,"₹60,000"
3 BHK, House,Semi-Furnished,3,Bachelors,,Owner,Chennai,"₹60,000"
2 BHK,Villa,Furnished,3,Bachelors/Family,1,Owner,Chennai,"₹15,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Owner,Chennai,₹1.5 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Chennai,"₹75,000"
2 BHK, House,Semi-Furnished,1,Bachelors,1,Owner,Chennai,"₹20,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹18,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Agent,Chennai,"₹75,000"
3 BHK,Apartment,Furnished,3,Bachelors,1,Agent,Chennai,₹2.5 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Agent,Chennai,"₹51,000"
4 BHK,Apartment,Furnished,5,Bachelors/Family,2,Agent,Chennai,₹3 Lac
4 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹75,000"
3 BHK,Builder Floor,Furnished,3,Bachelors/Family,1,Owner,Chennai,"₹68,000"
4 BHK, House,Unfurnished,4,Bachelors/Family,2,Owner,Chennai,"₹30,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Agent,Chennai,₹2.8 Lac
1 BHK,Apartment,Furnished,1,Bachelors/Family,1,Agent,Chennai,"₹35,000"
4 BHK,Villa,Semi-Furnished,3,Family,3,Agent,Chennai,₹1.2 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹45,000"
3 BHK,Apartment,Furnished,3,Bachelors,1,Owner,Chennai,"₹90,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Owner,Chennai,₹1.3 Lac
3 BHK, House,Unfurnished,3,Bachelors,,Owner,Chennai,"₹28,000"
3 BHK, House,Semi-Furnished,2,Bachelors/Family,1,Agent,Chennai,₹3.3 Lac
3 BHK,Villa,Unfurnished,5,Family,3,Agent,Chennai,₹1.3 Lac
2 BHK,Apartment,Furnished,2,Bachelors/Family,1,Agent,Chennai,"₹49,999"
2 BHK,Apartment,Furnished,2,Family,,Agent,Chennai,"₹42,000"
3 BHK,Apartment,Furnished,3,Family,2,Agent,Chennai,₹1.9 Lac
3 BHK,Apartment,Furnished,3,Bachelors,2,Agent,Chennai,"₹60,000"
4 BHK,Villa,Furnished,4,Bachelors,1,Agent,Chennai,"₹90,000"
3 BHK,Apartment,Furnished,3,Bachelors,2,Agent,Chennai,"₹50,000"
3 BHK,Apartment,Furnished,3,Bachelors,2,Agent,Chennai,"₹45,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,1,Agent,Chennai,"₹34,000"
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors,2,Agent,Chennai,"₹25,000"
4 BHK,Builder Floor,Semi-Furnished,4,Bachelors,4,Agent,Chennai,₹1.8 Lac
4 BHK,Penthouse,Semi-Furnished,4,Bachelors,4,Agent,Chennai,₹1.7 Lac
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,2,Agent,Chennai,"₹50,000"
4 BHK,Villa,Furnished,4,Family,2,Agent,Chennai,"₹92,500"
6 BHK, House,Furnished,5,Bachelors,,Agent,Chennai,₹2.5 Lac
2 BHK,Apartment,Furnished,2,Bachelors,1,Agent,Chennai,₹1.7 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Chennai,₹1.2 Lac
4 BHK, House,Semi-Furnished,3,Bachelors,2,Agent,Chennai,₹3 Lac
1 BHK,Apartment,Unfurnished,1,Bachelors,,Owner,Chennai,"₹14,999"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Agent,Chennai,"₹65,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,1,Agent,Chennai,"₹60,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Chennai,"₹80,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,3,Agent,Chennai,₹1.3 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Agent,Chennai,"₹29,999"
2 BHK,Apartment,Furnished,2,Bachelors/Family,2,Agent,Chennai,"₹50,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Chennai,"₹52,000"
5 BHK, House,Semi-Furnished,5,Bachelors,1,Agent,Chennai,₹4 Lac
3 BHK,Penthouse,Semi-Furnished,3,Bachelors/Family,1,Agent,Chennai,₹1 Lac
1 BHK,Apartment,Semi-Furnished,1,Family,,Agent,Chennai,"₹17,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Chennai,"₹55,000"
4 BHK,Apartment,Semi-Furnished,3,Family,2,Agent,Chennai,"₹90,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Agent,Chennai,"₹55,000"
4 BHK,Villa,Furnished,4,Bachelors/Family,2,Agent,Chennai,₹1.3 Lac
3 BHK,Apartment,Semi-Furnished,3,Family,4,Agent,Chennai,"₹60,000"
7 BHK, House,Semi-Furnished,9,Bachelors/Family,,Agent,Chennai,₹3.5 Lac
4 BHK,Villa,Semi-Furnished,4,Bachelors/Family,3,Agent,Chennai,₹1.3 Lac
3 BHK,Apartment,Furnished,4,Bachelors/Family,1,Agent,Chennai,₹1.2 Lac
4 BHK,Villa,Unfurnished,4,Bachelors,2,Agent,Chennai,"₹50,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Agent,Chennai,"₹33,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors/Family,3,Agent,Chennai,₹1.7 Lac
3 BHK,Apartment,Furnished,2,Family,2,Agent,Chennai,"₹40,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Agent,Chennai,"₹22,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,2,Agent,Chennai,"₹95,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Chennai,"₹50,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Agent,Chennai,"₹25,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Agent,Chennai,₹1.3 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors,,Agent,Chennai,"₹25,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,,Owner,Chennai,"₹16,000"
2 BHK,Apartment,Furnished,3,Bachelors/Family,3,Owner,Chennai,"₹35,000"
4 BHK, House,Unfurnished,4,Bachelors/Family,2,Agent,Chennai,"₹40,000"
1 BHK,Apartment,Semi-Furnished,1,Bachelors,1,Agent,Chennai,"₹24,000"
4 BHK,Apartment,Unfurnished,5,Bachelors,3,Agent,Chennai,₹2.5 Lac
2 BHK, House,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹26,000"
2 BHK, House,Unfurnished,2,Bachelors,3,Owner,Chennai,"₹28,000"
2 BHK, House,Semi-Furnished,2,Bachelors,2,Owner,Chennai,"₹23,000"
3 BHK, House,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹38,000"
3 BHK,Apartment,Furnished,3,Family,,Agent,Chennai,"₹55,000"
3 BHK, House,Unfurnished,3,Bachelors,1,Owner,Chennai,"₹35,000"
3 BHK,Apartment,Furnished,3,Bachelors,2,Agent,Chennai,"₹90,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,,Owner,Chennai,"₹46,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹25,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,2,Agent,Chennai,"₹73,000"
2 BHK, House,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹30,000"
3 BHK,Villa,Furnished,4,Bachelors,4,Owner,Chennai,"₹45,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,2,Owner,Chennai,"₹20,000"
5 BHK, House,Semi-Furnished,4,Bachelors/Family,2,Agent,Chennai,₹1.5 Lac
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,3,Agent,Chennai,"₹25,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,,Chennai,"₹15,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Chennai,"₹23,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,2,Agent,Chennai,"₹80,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Chennai,"₹85,000"
2 BHK,Builder Floor,Semi-Furnished,2,Family,1,Owner,Chennai,"₹16,000"
3 BHK,Apartment,Furnished,3,Bachelors,1,Agent,Chennai,"₹60,000"
2 BHK, House,Unfurnished,2,Family,1,Agent,Chennai,"₹45,000"
3 BHK, House,Unfurnished,4,Family,1,Owner,Chennai,"₹42,000"
1 BHK,Apartment,Furnished,1,Bachelors,1,Agent,Chennai,"₹25,000"
1 BHK,Apartment,Furnished,1,Bachelors,1,Agent,Chennai,"₹27,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,3,Agent,Chennai,"₹38,000"
4 BHK,Penthouse,Furnished,5,Bachelors,3,Agent,Chennai,₹1.4 Lac
3 BHK, House,Semi-Furnished,3,Bachelors,2,Agent,Chennai,"₹50,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Chennai,"₹25,000"
5 BHK, House,Semi-Furnished,5,Family,3,Agent,Chennai,₹1.5 Lac
4 BHK,Villa,Unfurnished,4,Family,3,Owner,Chennai,₹1.2 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹25,000"
3 BHK,Apartment,Furnished,3,Bachelors,1,Agent,Chennai,₹1 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Agent,Chennai,₹1.3 Lac
2 BHK,Builder Floor,Unfurnished,2,Family,1,Agent,Chennai,"₹35,000"
1 BHK,Builder Floor,Semi-Furnished,1,Bachelors/Family,1,Agent,Chennai,"₹10,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Agent,Chennai,"₹38,000"
2 BHK, House,Semi-Furnished,2,Bachelors,1,Agent,Chennai,"₹14,000"
3 BHK, House,Semi-Furnished,2,Family,1,Agent,Chennai,"₹30,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹36,500"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Chennai,₹1.4 Lac
4 BHK, House,Semi-Furnished,5,Family,3,Agent,Chennai,"₹40,000"
1 BHK,Apartment,Furnished,1,Bachelors/Family,1,Owner,Chennai,"₹9,000"
2 BHK, House,Furnished,1,Bachelors,1,Owner,Chennai,"₹8,500"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹25,000"
4 BHK, House,Semi-Furnished,4,Bachelors/Family,2,Owner,Chennai,₹1.3 Lac
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors/Family,,Agent,Chennai,"₹30,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Chennai,"₹32,000"
3 BHK,Builder Floor,Furnished,3,Family,2,Agent,Chennai,₹1 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Agent,Chennai,"₹35,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Agent,Chennai,"₹75,000"
2 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹10,500"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹16,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹25,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹33,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹30,000"
2 BHK, House,Unfurnished,3,Bachelors,1,Owner,Chennai,"₹20,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Owner,Chennai,"₹65,000"
2 BHK, House,Semi-Furnished,1,Bachelors/Family,,Owner,Chennai,"₹18,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,1,Owner,Chennai,"₹45,000"
2 BHK, House,Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹13,000"
3 BHK,Villa,Semi-Furnished,3,Bachelors/Family,1,Owner,Chennai,"₹42,000"
1 BHK,Apartment,Unfurnished,1,Bachelors,1,Owner,Chennai,"₹6,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,,Owner,Chennai,"₹42,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Owner,Chennai,"₹18,000"
2 BHK,Builder Floor,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹12,500"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Chennai,"₹38,000"
2 BHK, House,Semi-Furnished,1,Bachelors/Family,,Owner,Chennai,"₹25,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,3,Owner,Chennai,"₹25,000"
3 BHK, House,,,Bachelors/Family,,Owner,Chennai,"₹25,000"
3 BHK,Villa,Furnished,4,Bachelors,2,Owner,Chennai,"₹70,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹13,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,,Owner,Chennai,"₹27,000"
3 BHK, House,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹10,000"
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹9,500"
4 BHK,Apartment,Furnished,4,Bachelors/Family,2,Owner,Chennai,"₹7,000"
4 BHK,Villa,Semi-Furnished,3,Bachelors,2,Owner,Chennai,"₹25,000"
2 BHK, House,Semi-Furnished,2,Bachelors,,Owner,Chennai,"₹17,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹28,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,4,Owner,Chennai,"₹55,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,3,Owner,Chennai,"₹10,000"
3 BHK, House,Semi-Furnished,3,Bachelors,1,Owner,Chennai,"₹15,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹10,000"
2 BHK, House,Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹31,500"
2 BHK, House,Semi-Furnished,3,Bachelors/Family,1,Owner,Chennai,"₹25,000"
2 BHK, House,Unfurnished,2,Bachelors,1,Owner,Chennai,"₹12,000"
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹22,000"
1 BHK, House,Unfurnished,2,Bachelors,,Owner,Chennai,"₹8,000"
3 BHK, House,Semi-Furnished,3,Bachelors/Family,,Owner,Chennai,"₹28,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹25,000"
2 BHK, House,Semi-Furnished,3,Bachelors,1,Owner,Chennai,"₹11,000"
1 BHK, House,Unfurnished,1,Bachelors,1,Owner,Chennai,"₹7,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹9,500"
3 BHK, House,Semi-Furnished,2,Bachelors/Family,4,Owner,Chennai,"₹20,000"
6 BHK,Villa,Semi-Furnished,7,Bachelors/Family,2,Owner,Chennai,₹1.5 Lac
2 BHK, House,Semi-Furnished,3,Bachelors,1,Owner,Chennai,"₹15,000"
3 BHK,Apartment,Furnished,4,Bachelors/Family,,Owner,Chennai,"₹37,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹16,000"
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹15,000"
3 BHK, House,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹16,000"
2 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹7,500"
2 BHK,Apartment,Furnished,2,Bachelors,1,Owner,Chennai,"₹38,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Chennai,"₹35,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Owner,Chennai,"₹40,000"
2 BHK, House,Unfurnished,2,Bachelors,,Owner,Chennai,"₹15,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,2,Owner,Chennai,"₹30,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Chennai,"₹45,000"
2 BHK, House,Semi-Furnished,3,Bachelors/Family,1,Owner,Chennai,"₹10,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹32,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹16,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹18,500"
3 BHK, House,Semi-Furnished,3,Bachelors/Family,1,Owner,Chennai,"₹35,000"
2 BHK, House,Semi-Furnished,3,Bachelors/Family,4,Owner,Chennai,"₹20,000"
1 BHK,Apartment,Semi-Furnished,1,Bachelors/Family,,Owner,Chennai,"₹12,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹12,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,,Owner,Chennai,"₹30,000"
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹7,000"
1 BHK,Builder Floor,Semi-Furnished,1,Bachelors/Family,,Owner,Chennai,"₹6,500"
1 BHK, House,Furnished,1,Bachelors/Family,,Owner,Chennai,"₹17,000"
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹14,000"
2 BHK, House,Semi-Furnished,2,Family,,Owner,Chennai,"₹18,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹23,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹15,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,2,Owner,Chennai,"₹25,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,2,Owner,Chennai,"₹7,500"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹35,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹20,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹8,500"
1 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹7,499"
3 BHK,Villa,Furnished,3,Family,1,Owner,Chennai,"₹35,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Owner,Chennai,"₹45,000"
3 BHK, House,Semi-Furnished,3,Bachelors,1,Owner,Chennai,"₹30,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹15,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹25,000"
4 BHK, House,Semi-Furnished,3,Bachelors/Family,2,Owner,Chennai,"₹30,000"
2 BHK,Apartment,Furnished,2,Family,2,Owner,Chennai,"₹30,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors,2,Owner,Chennai,"₹35,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹21,000"
8 BHK,Villa,Furnished,7,Bachelors/Family,3,Owner,Chennai,₹2 Lac
1 BHK, House,Semi-Furnished,1,Bachelors/Family,1,Owner,Chennai,"₹7,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹18,500"
2 BHK,Builder Floor,Furnished,2,Bachelors/Family,,Owner,Chennai,"₹25,000"
2 BHK,Apartment,Unfurnished,2,Family,1,Owner,Chennai,"₹17,500"
1 BHK,Apartment,Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹13,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹30,000"
1 BHK, House,Furnished,2,Bachelors/Family,,Owner,Chennai,"₹15,000"
2 BHK, House,Unfurnished,2,Family,,Owner,Chennai,"₹9,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹13,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹15,000"
3 BHK, House,Furnished,3,Family,2,Owner,Chennai,"₹45,000"
2 BHK, House,Semi-Furnished,1,Bachelors/Family,1,Owner,Chennai,"₹11,000"
3 BHK,Villa,Furnished,3,Bachelors,1,Owner,Chennai,"₹65,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹32,000"
3 BHK,Apartment,Furnished,2,Bachelors,,Owner,Chennai,"₹23,000"
1 BHK,Apartment,Semi-Furnished,1,Bachelors,1,Owner,Chennai,"₹20,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,,Owner,Chennai,"₹7,000"
3 BHK,Penthouse,Unfurnished,3,Bachelors/Family,,Owner,Chennai,"₹22,000"
1 BHK,Apartment,Furnished,1,Bachelors/Family,1,Owner,Chennai,"₹13,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹15,000"
2 BHK, House,,,Bachelors/Family,,Owner,Chennai,"₹25,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,2,Owner,Chennai,"₹18,500"
3 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹40,000"
3 BHK, House,Semi-Furnished,3,Bachelors,1,Owner,Chennai,"₹23,500"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,4,Owner,Chennai,"₹25,000"
2 BHK, House,Semi-Furnished,2,Bachelors,2,Owner,Chennai,"₹18,000"
4 BHK,Penthouse,Semi-Furnished,5,Bachelors/Family,4,Owner,Chennai,₹2.3 Lac
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹17,000"
2 BHK, House,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹18,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹60,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Owner,Chennai,"₹26,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors,2,Owner,Chennai,"₹35,000"
1 BHK, House,Semi-Furnished,1,Bachelors,1,Owner,Chennai,"₹8,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,2,Owner,Chennai,"₹11,000"
3 BHK,Villa,Furnished,4,Bachelors,4,Owner,Chennai,₹1.5 Lac
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹17,000"
1 BHK,Apartment,Furnished,1,Family,1,Owner,Chennai,"₹28,000"
3 BHK,Villa,Furnished,4,Family,1,Owner,Chennai,"₹75,000"
4 BHK, House,Semi-Furnished,2,Family,1,Owner,Chennai,"₹45,000"
1 BHK,Villa,Unfurnished,1,Family,,Owner,Chennai,"₹6,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Chennai,"₹60,000"
1 BHK,Apartment,Furnished,2,Bachelors/Family,,Owner,Chennai,"₹40,000"
4 BHK,Villa,Furnished,3,Bachelors/Family,,Owner,Chennai,"₹30,000"
1 BHK, House,Furnished,1,Bachelors/Family,,Owner,Chennai,"₹8,000"
1 BHK,Builder Floor,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹8,500"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹25,000"
3 BHK, House,Semi-Furnished,2,Bachelors/Family,3,Owner,Chennai,"₹18,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹9,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹9,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹28,000"
1 BHK, House,Semi-Furnished,2,Bachelors,,Owner,Chennai,"₹13,500"
2 BHK, House,Furnished,3,Bachelors,1,Owner,Chennai,"₹35,000"
2 BHK,Villa,Semi-Furnished,3,Bachelors,1,Owner,Chennai,"₹22,000"
2 BHK,Villa,Furnished,2,Bachelors,2,Owner,Chennai,"₹20,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹15,000"
2 BHK,Builder Floor,Unfurnished,2,Bachelors,,Owner,Chennai,"₹9,500"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹16,500"
1 BHK,Apartment,Semi-Furnished,1,Bachelors/Family,1,Owner,Chennai,"₹25,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,3,Owner,Chennai,"₹35,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹25,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹28,000"
2 BHK,Apartment,Furnished,2,Family,1,Owner,Chennai,"₹55,000"
1 BHK, House,Unfurnished,1,Bachelors,1,Owner,Chennai,"₹8,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹20,000"
2 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹15,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹55,000"
2 BHK,Apartment,Furnished,2,Bachelors,2,Owner,Chennai,₹10 Lac
4 BHK, House,Furnished,4,Bachelors/Family,1,Owner,Chennai,"₹50,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹24,000"
1 BHK,Apartment,Unfurnished,1,Bachelors,1,Owner,Chennai,"₹15,000"
2 BHK,Apartment,,,Bachelors/Family,,Owner,Chennai,₹1.5 Lac
1 BHK, House,Furnished,2,Bachelors,1,Owner,Chennai,"₹19,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹23,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,3,Owner,Chennai,"₹30,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,,Owner,Chennai,"₹15,000"
1 BHK,Apartment,Furnished,1,Bachelors,,Owner,Chennai,"₹10,000"
1 BHK, House,Furnished,1,Bachelors/Family,,Owner,Chennai,"₹15,000"
2 BHK,Villa,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹9,000"
1 BHK, House,Unfurnished,2,Bachelors,,Owner,Chennai,"₹12,500"
2 BHK, House,Furnished,3,Bachelors/Family,1,Owner,Chennai,"₹11,000"
1 BHK,Apartment,Semi-Furnished,1,Bachelors,1,Owner,Chennai,"₹25,000"
3 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,3,Owner,Chennai,"₹32,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Chennai,"₹45,000"
1 BHK, House,Furnished,1,Bachelors/Family,,Owner,Chennai,"₹7,000"
