BHK,Residential_type,Furnishing,Bathroom,Tenants_preferred,Balcony,Posted_by,City,Price
2 BHK,Apartment,Furnished,2,Bachelors/Family,2,Owner,Gurgaon,"₹45,000"
2 BHK,Apartment,Semi-Furnished,2,Family,2,Agent,Gurgaon,"₹65,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹40,000"
5 BHK,Villa,Semi-Furnished,5,Bachelors/Family,4,Agent,Gurgaon,₹1.6 Lac
3 BHK,Apartment,Semi-Furnished,3,Family,4,Agent,Gurgaon,"₹42,000"
2 BHK,Apartment,Semi-Furnished,2,Family,2,Agent,Gurgaon,"₹65,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹53,000"
3 BHK,Builder Floor,Unfurnished,3,Bachelors,3,Agent,Gurgaon,"₹50,000"
3 BHK,Builder Floor,Semi-Furnished,3,Family,1,Agent,Gurgaon,"₹45,000"
3 BHK,Apartment,Semi-Furnished,3,Family,4,Agent,Gurgaon,"₹30,000"
3 BHK,Apartment,Furnished,4,Bachelors/Family,3,Agent,Gurgaon,₹2.5 Lac
3 BHK,Apartment,Furnished,3,Bachelors/Family,4,Agent,Gurgaon,"₹50,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Owner,Gurgaon,"₹45,000"
1 BHK,Apartment,Furnished,1,Bachelors/Family,1,Agent,Gurgaon,"₹75,000"
4 BHK,Apartment,Unfurnished,5,Bachelors,4,Agent,Gurgaon,₹3.3 Lac
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹40,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Agent,Gurgaon,"₹80,000"
4 BHK,Apartment,Semi-Furnished,5,Bachelors/Family,4,Agent,Gurgaon,"₹82,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹95,000"
3 BHK,Apartment,Semi-Furnished,4,Family,4,Agent,Gurgaon,"₹80,000"
10 BHK, House,Semi-Furnished,> 10,Bachelors/Family,,Owner,Gurgaon,"₹70,000"
3 BHK,Apartment,Furnished,3,Bachelors,1,Owner,Gurgaon,"₹60,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,3,Agent,Gurgaon,"₹38,000"
4 BHK,Apartment,Semi-Furnished,5,Bachelors/Family,3,Agent,Gurgaon,₹1.8 Lac
4 BHK,Apartment,Semi-Furnished,3,Family,2,Agent,Gurgaon,"₹64,500"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,4,Agent,Gurgaon,"₹40,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,2,,Gurgaon,"₹17,000"
3 BHK,Apartment,Semi-Furnished,2,Family,2,Agent,Gurgaon,"₹62,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,4,Agent,Gurgaon,"₹76,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,4,Agent,Gurgaon,"₹60,000"
4 BHK,Apartment,Semi-Furnished,6,Bachelors,4,Agent,Gurgaon,₹3.2 Lac
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹40,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors,3,,Gurgaon,"₹75,000"
4 BHK,Apartment,Furnished,5,Bachelors/Family,4,,Gurgaon,"₹85,000"
1 BHK, House,Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹39,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹13,500"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,,Gurgaon,"₹55,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹45,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,3,Agent,Gurgaon,₹2 Lac
3 BHK, House,Furnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹60,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,3,Agent,Gurgaon,"₹39,000"
4 BHK,Apartment,Semi-Furnished,5,Bachelors,4,Owner,Gurgaon,₹1.3 Lac
3 BHK,Apartment,Semi-Furnished,3,Family,3,Owner,Gurgaon,"₹40,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,3,Owner,Gurgaon,"₹48,000"
2 BHK, House,Semi-Furnished,2,Bachelors,,Owner,Gurgaon,"₹32,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Owner,Gurgaon,₹1.5 Lac
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Owner,Gurgaon,"₹40,000"
1 BHK,Apartment,Furnished,1,Bachelors,1,Owner,Gurgaon,"₹13,000"
4 BHK,Builder Floor,Semi-Furnished,4,Bachelors/Family,2,Owner,Gurgaon,₹1.3 Lac
4 BHK,Builder Floor,Semi-Furnished,3,Bachelors,2,Owner,Gurgaon,"₹55,000"
4 BHK,Builder Floor,Furnished,5,Family,2,Owner,Gurgaon,₹1.4 Lac
3 BHK,Apartment,Unfurnished,3,Bachelors,3,Owner,Gurgaon,"₹50,000"
4 BHK,Apartment,Furnished,4,Bachelors/Family,3,Owner,Gurgaon,"₹75,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,2,Owner,Gurgaon,"₹17,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Gurgaon,"₹25,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,5,Agent,Gurgaon,"₹49,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹22,500"
1 BHK,Apartment,Unfurnished,1,Bachelors/Family,1,Owner,Gurgaon,"₹40,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,4,Owner,Gurgaon,"₹48,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹75,000"
4 BHK,Apartment,Semi-Furnished,5,Family,3,Agent,Gurgaon,₹2.9 Lac
2 BHK,Builder Floor,Furnished,2,Bachelors,2,Agent,Gurgaon,"₹45,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,2,Agent,Gurgaon,"₹13,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹59,000"
3 BHK,Builder Floor,Semi-Furnished,4,Family,2,Agent,Gurgaon,₹1.1 Lac
3 BHK,Apartment,Unfurnished,3,Bachelors,5,Owner,Gurgaon,"₹75,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,4,Owner,Gurgaon,"₹45,000"
3 BHK,Apartment,Furnished,3,Bachelors,3,Owner,Gurgaon,"₹98,000"
4 BHK,Apartment,,4,Bachelors/Family,4,Owner,Gurgaon,"₹42,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,2,Agent,Gurgaon,"₹60,000"
3 BHK,Apartment,Furnished,3,Family,3,Owner,Gurgaon,"₹80,000"
3 BHK,Apartment,Unfurnished,2,Bachelors/Family,,Owner,Gurgaon,"₹23,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,5,Owner,Gurgaon,"₹33,000"
3 BHK,Builder Floor,Semi-Furnished,4,Bachelors/Family,4,Owner,Gurgaon,₹1.3 Lac
4 BHK,Builder Floor,Unfurnished,4,Bachelors/Family,4,,Gurgaon,"₹90,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,3,Agent,Gurgaon,"₹66,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,2,Agent,Gurgaon,"₹45,000"
4 BHK,Apartment,Semi-Furnished,5,Bachelors/Family,4,Agent,Gurgaon,₹1.3 Lac
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,4,Agent,Gurgaon,₹3.5 Lac
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,2,Agent,Gurgaon,"₹80,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Agent,Gurgaon,"₹30,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹30,000"
4 BHK,Apartment,Unfurnished,4,Family,5,Agent,Gurgaon,₹6.5 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹90,000"
3 BHK,Apartment,Semi-Furnished,2,Family,3,Agent,Gurgaon,"₹31,000"
3 BHK,Apartment,Semi-Furnished,4,Family,4,Agent,Gurgaon,₹1.5 Lac
4 BHK,Apartment,Unfurnished,4,Bachelors,3,Owner,Gurgaon,"₹95,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Owner,Gurgaon,"₹50,000"
1 BHK, House,Semi-Furnished,1,Bachelors,2,Owner,Gurgaon,"₹25,000"
3 BHK,Builder Floor,Unfurnished,3,Bachelors/Family,4,Owner,Gurgaon,"₹33,000"
6 BHK, House,Semi-Furnished,4,Bachelors,4,Owner,Gurgaon,₹2.5 Lac
4 BHK,Builder Floor,Semi-Furnished,5,Family,3,Owner,Gurgaon,₹2 Lac
3 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,3,Agent,Gurgaon,₹1.2 Lac
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,3,Owner,Gurgaon,₹1 Lac
3 BHK,Apartment,Unfurnished,4,Bachelors,4,Owner,Gurgaon,"₹42,000"
1 BHK,Builder Floor,Furnished,1,Bachelors/Family,,Owner,Gurgaon,"₹35,000"
1 BHK, House,Furnished,1,Bachelors/Family,2,Owner,Gurgaon,"₹38,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Owner,Gurgaon,"₹32,000"
5 BHK,Apartment,Semi-Furnished,6,Bachelors/Family,3,Owner,Gurgaon,₹2.3 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Owner,Gurgaon,"₹30,000"
4 BHK,Apartment,Furnished,4,Bachelors/Family,3,Owner,Gurgaon,"₹85,000"
4 BHK,Builder Floor,Semi-Furnished,4,Bachelors,2,Agent,Gurgaon,₹1.3 Lac
4 BHK,Apartment,Semi-Furnished,4,Bachelors,3,Owner,Gurgaon,₹1.7 Lac
3 BHK,Builder Floor,Furnished,3,Bachelors,2,Owner,Gurgaon,"₹85,000"
3 BHK,Builder Floor,Semi-Furnished,4,Bachelors/Family,2,Agent,Gurgaon,"₹65,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹45,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Agent,Gurgaon,"₹56,000"
3 BHK, House,Semi-Furnished,3,Bachelors,,Owner,Gurgaon,"₹50,000"
4 BHK,Builder Floor,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹65,000"
3 BHK,Apartment,Semi-Furnished,5,Bachelors,2,,Gurgaon,₹1.3 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,4,Agent,Gurgaon,"₹60,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,4,Agent,Gurgaon,"₹49,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹38,000"
4 BHK,Villa,Furnished,4,Family,4,Agent,Gurgaon,₹5 Lac
3 BHK,Builder Floor,Furnished,3,Bachelors/Family,1,Agent,Gurgaon,"₹80,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹38,000"
4 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹70,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,4,Owner,Gurgaon,"₹75,000"
4 BHK,Apartment,Semi-Furnished,5,Bachelors/Family,,Owner,Gurgaon,₹1.1 Lac
3 BHK,Apartment,Unfurnished,4,Bachelors,3,Owner,Gurgaon,"₹95,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Owner,Gurgaon,"₹75,000"
4 BHK,Builder Floor,Semi-Furnished,4,Bachelors/Family,4,Agent,Gurgaon,₹2.1 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹36,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,,Gurgaon,"₹54,500"
4 BHK,Apartment,Furnished,5,Bachelors,4,Agent,Gurgaon,₹3 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors,3,Agent,Gurgaon,"₹25,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,3,Owner,Gurgaon,₹1.3 Lac
3 BHK, House,Furnished,2,Bachelors/Family,2,Owner,Gurgaon,"₹40,000"
4 BHK,Apartment,Unfurnished,4,Bachelors,1,Owner,Gurgaon,"₹85,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,₹1.5 Lac
1 BHK, House,Furnished,1,Bachelors/Family,1,Owner,Gurgaon,"₹14,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Agent,Gurgaon,"₹50,000"
5 BHK, House,Semi-Furnished,6,Family,3,Agent,Gurgaon,₹2 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,4,Owner,Gurgaon,"₹45,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹27,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Agent,Gurgaon,"₹70,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹52,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,3,Agent,Gurgaon,"₹45,000"
4 BHK,Apartment,Semi-Furnished,4,Family,3,Agent,Gurgaon,"₹65,000"
2 BHK,Apartment,Furnished,2,Bachelors,2,Agent,Gurgaon,"₹25,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,2,Agent,Gurgaon,"₹88,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors,4,Agent,Gurgaon,"₹15,000"
3 BHK,Apartment,Furnished,3,Family,3,Agent,Gurgaon,"₹28,500"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Agent,Gurgaon,"₹30,000"
1 BHK,Builder Floor,Furnished,1,Bachelors,1,Agent,Gurgaon,"₹32,000"
3 BHK, House,Furnished,1,Bachelors,2,Owner,Gurgaon,"₹85,000"
4 BHK,Builder Floor,Semi-Furnished,5,Bachelors,,Agent,Gurgaon,₹2.7 Lac
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹25,000"
4 BHK,Apartment,Semi-Furnished,5,Family,3,Agent,Gurgaon,₹2.2 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹60,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,3,Agent,Gurgaon,"₹42,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,2,Agent,Gurgaon,₹1.2 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹60,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,4,Agent,Gurgaon,"₹50,000"
3 BHK,Apartment,Furnished,2,Bachelors/Family,3,Agent,Gurgaon,"₹65,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹38,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹53,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹35,000"
4 BHK,Apartment,Furnished,4,Family,4,Agent,Gurgaon,"₹53,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,,Gurgaon,"₹99,500"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,4,Agent,Gurgaon,"₹65,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹28,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,3,Agent,Gurgaon,₹2.3 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,4,Agent,Gurgaon,"₹35,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹30,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,2,Agent,Gurgaon,"₹85,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,2,Agent,Gurgaon,"₹75,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹60,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,3,Agent,Gurgaon,"₹15,500"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,2,Agent,Gurgaon,₹1.7 Lac
5 BHK,Apartment,Semi-Furnished,5,Family,4,Agent,Gurgaon,₹2.6 Lac
4 BHK,Apartment,Unfurnished,4,Bachelors,2,Owner,Gurgaon,₹1.7 Lac
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,1,Agent,Gurgaon,"₹32,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,,Gurgaon,"₹55,000"
1 BHK,Builder Floor,Furnished,1,Bachelors/Family,1,Agent,Gurgaon,"₹30,000"
4 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹64,000"
4 BHK,Apartment,Semi-Furnished,6,Bachelors/Family,4,Agent,Gurgaon,₹3.5 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,4,Agent,Gurgaon,"₹22,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Agent,Gurgaon,₹1.5 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors,2,Agent,Gurgaon,"₹23,000"
4 BHK,Apartment,Semi-Furnished,5,Bachelors/Family,2,Agent,Gurgaon,₹5.8 Lac
5 BHK,Builder Floor,Unfurnished,5,Bachelors,5,Owner,Gurgaon,₹1.1 Lac
4 BHK,Villa,Semi-Furnished,4,Family,2,Agent,Gurgaon,₹1.1 Lac
4 BHK,Apartment,Furnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹85,000"
4 BHK,Apartment,Unfurnished,3,Bachelors,3,Owner,Gurgaon,"₹43,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,3,Owner,Gurgaon,"₹67,500"
1 BHK,Apartment,Semi-Furnished,1,Bachelors/Family,1,Owner,Gurgaon,"₹5,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,3,Owner,Gurgaon,"₹40,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,3,Agent,Gurgaon,"₹46,000"
3 BHK,Builder Floor,Semi-Furnished,4,Bachelors/Family,2,Owner,Gurgaon,₹1.1 Lac
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,1,Owner,Gurgaon,"₹15,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,1,Owner,Gurgaon,"₹80,000"
4 BHK,Apartment,Semi-Furnished,3,Family,4,Agent,Gurgaon,"₹80,000"
3 BHK,Apartment,Unfurnished,3,Family,3,Agent,Gurgaon,₹1.2 Lac
3 BHK,Builder Floor,Furnished,3,Bachelors,2,Owner,Gurgaon,"₹60,000"
5 BHK,Penthouse,Unfurnished,5,Bachelors,5,,Gurgaon,₹1.2 Lac
3 BHK,Apartment,Unfurnished,2,Bachelors,3,Owner,Gurgaon,"₹35,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,3,Agent,Gurgaon,"₹42,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,2,Agent,Gurgaon,"₹17,000"
4 BHK,Builder Floor,Semi-Furnished,5,Family,4,Owner,Gurgaon,₹2.3 Lac
4 BHK,Penthouse,Semi-Furnished,5,Bachelors/Family,,Owner,Gurgaon,₹4.5 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹65,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹65,000"
1 BHK, House,Semi-Furnished,1,Bachelors/Family,1,Agent,Gurgaon,"₹19,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹50,000"
3 BHK,Apartment,Unfurnished,4,Bachelors/Family,3,Agent,Gurgaon,₹1.4 Lac
4 BHK,Apartment,Furnished,5,Bachelors,3,Owner,Gurgaon,₹2.5 Lac
3 BHK,Apartment,Furnished,4,Bachelors/Family,,Owner,Gurgaon,"₹40,000"
3 BHK,Apartment,Furnished,4,Bachelors/Family,4,Owner,Gurgaon,"₹47,000"
4 BHK,Builder Floor,Semi-Furnished,5,Bachelors/Family,3,Agent,Gurgaon,₹1.3 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹50,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,1,Agent,Gurgaon,"₹44,000"
3 BHK,Builder Floor,Furnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹70,000"
2 BHK,Apartment,Furnished,2,Bachelors,1,Agent,Gurgaon,"₹35,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹46,000"
3 BHK,Apartment,Unfurnished,4,Bachelors/Family,3,Agent,Gurgaon,"₹42,000"
7 BHK, House,Semi-Furnished,6,Bachelors/Family,4,,Gurgaon,₹3 Lac
3 BHK,Apartment,Semi-Furnished,3,Family,4,Agent,Gurgaon,"₹70,000"
3 BHK,Apartment,Unfurnished,4,Bachelors,3,Agent,Gurgaon,₹1.4 Lac
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,2,Owner,Gurgaon,"₹75,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,3,Agent,Gurgaon,"₹80,000"
4 BHK, House,Semi-Furnished,4,Bachelors/Family,4,Owner,Gurgaon,"₹55,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹45,000"
3 BHK,Builder Floor,Semi-Furnished,3,Family,2,Agent,Gurgaon,"₹50,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,3,Agent,Gurgaon,"₹59,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹35,000"
3 BHK,Apartment,Unfurnished,4,Bachelors,2,Owner,Gurgaon,₹1.2 Lac
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,2,Agent,Gurgaon,"₹70,000"
1 BHK,Apartment,Unfurnished,1,Bachelors/Family,1,Agent,Gurgaon,"₹13,000"
1 BHK,Apartment,Furnished,1,Bachelors,1,Owner,Gurgaon,"₹13,000"
4 BHK,Apartment,Furnished,3,Bachelors,3,Owner,Gurgaon,"₹48,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Owner,Gurgaon,"₹42,000"
3 BHK,Builder Floor,Furnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹90,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Gurgaon,"₹31,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹60,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹34,000"
3 BHK,Builder Floor,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹65,000"
3 BHK,Builder Floor,Unfurnished,2,Bachelors,1,Owner,Gurgaon,"₹26,000"
2 BHK,Builder Floor,Unfurnished,2,Bachelors,2,Agent,Gurgaon,"₹45,000"
1 BHK,Builder Floor,Furnished,1,Bachelors/Family,1,Agent,Gurgaon,"₹25,000"
3 BHK,Builder Floor,Semi-Furnished,4,Bachelors,3,Owner,Gurgaon,"₹90,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Agent,Gurgaon,₹2 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹37,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹58,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors,3,Agent,Gurgaon,₹1.4 Lac
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors,2,Agent,Gurgaon,"₹30,000"
3 BHK, House,Furnished,4,Bachelors/Family,2,Agent,Gurgaon,₹1.5 Lac
4 BHK,Apartment,Semi-Furnished,5,Bachelors,5,Agent,Gurgaon,₹2.5 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹40,000"
4 BHK,Apartment,Furnished,4,Bachelors/Family,4,Agent,Gurgaon,"₹65,000"
3 BHK,Builder Floor,Unfurnished,3,Bachelors,2,Agent,Gurgaon,"₹75,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹55,000"
3 BHK,Builder Floor,Unfurnished,3,Bachelors,2,Owner,Gurgaon,₹1.2 Lac
3 BHK,Builder Floor,Semi-Furnished,3,Family,2,Agent,Gurgaon,"₹50,000"
3 BHK,Apartment,Semi-Furnished,3,Family,2,Agent,Gurgaon,"₹49,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,4,Agent,Gurgaon,"₹28,500"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,3,Agent,Gurgaon,"₹55,000"
4 BHK,Apartment,Furnished,4,Bachelors/Family,3,Agent,Gurgaon,₹2.1 Lac
1 BHK,Builder Floor,Furnished,1,Bachelors,10,Owner,Gurgaon,"₹30,000"
4 BHK,Builder Floor,Unfurnished,4,Bachelors,4,Agent,Gurgaon,"₹52,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹70,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors/Family,3,Owner,Gurgaon,"₹90,000"
2 BHK,Builder Floor,Furnished,2,Bachelors,2,Agent,Gurgaon,"₹38,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,3,Owner,Gurgaon,"₹72,000"
3 BHK,Villa,Semi-Furnished,3,Bachelors,2,Agent,Gurgaon,"₹70,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,3,Agent,Gurgaon,"₹42,000"
1 BHK,Builder Floor,Furnished,1,Bachelors/Family,1,Agent,Gurgaon,"₹42,500"
3 BHK,Builder Floor,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹55,000"
3 BHK,Apartment,Unfurnished,3,Family,3,Agent,Gurgaon,"₹62,000"
3 BHK,Builder Floor,Furnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹40,000"
4 BHK,Apartment,Furnished,4,Bachelors/Family,4,Agent,Gurgaon,₹2.3 Lac
4 BHK,Builder Floor,Semi-Furnished,4,Bachelors/Family,1,Agent,Gurgaon,₹1.3 Lac
2 BHK,Apartment,Furnished,2,Family,3,Agent,Gurgaon,"₹91,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Agent,Gurgaon,"₹50,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹32,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,10,Agent,Gurgaon,"₹50,000"
3 BHK, House,Semi-Furnished,2,Family,2,Agent,Gurgaon,"₹46,500"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹55,200"
4 BHK,Villa,Semi-Furnished,3,Bachelors,3,Owner,Gurgaon,"₹51,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹38,500"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,2,Owner,Gurgaon,₹1.1 Lac
3 BHK,Builder Floor,Unfurnished,3,Bachelors,2,Owner,Gurgaon,₹1.2 Lac
3 BHK,Builder Floor,Unfurnished,3,Bachelors,2,Owner,Gurgaon,₹1 Lac
